months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,injury_claim,fraud_reported
264,47,687639,2005-03-07,IN,250/500,2000,1181.46,10000000,601117,FEMALE,JD,transport-moving,sleeping,other-relative,0,-67400,OH,Arlington,1655 Francis Hwy,16,4,YES,1,5670,N
270,45,497347,2003-08-23,OH,500/1000,500,1187.53,0,615383,FEMALE,PhD,priv-house-serv,yachting,not-in-family,83200,-53300,VA,Columbus,9720 Lincoln Hwy,23,3,?,0,9880,N
310,48,439660,2002-07-11,OH,100/300,1000,845.16,0,434342,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,0,0,NC,Northbend,7066 Texas Ave,21,1,YES,1,6130,Y
143,34,847123,2014-03-19,IL,100/300,500,1442.27,0,435100,MALE,College,priv-house-serv,exercise,wife,67900,0,NY,Columbus,9728 Britain Hwy,10,1,?,2,11700,N
146,32,172307,1993-12-06,OH,100/300,2000,1276.43,0,431278,MALE,Associate,priv-house-serv,skydiving,own-child,0,0,NC,Riverwood,4486 Cherokee Ridge,12,1,?,0,6660,N
102,28,810189,1999-08-29,OH,250/500,500,1075.41,0,445648,MALE,MD,machine-op-inspct,reading,wife,55200,0,PA,Northbend,8021 Flute Ave,6,1,NO,1,7340,N
61,23,432068,2007-03-09,IL,100/300,500,1111.72,0,448857,MALE,JD,exec-managerial,bungie-jumping,other-relative,54600,0,PA,Riverwood,2774 Apache Drive,6,1,?,1,4650,N
255,44,903203,2004-01-03,OH,500/1000,2000,814.96,6000000,435267,FEMALE,PhD,priv-house-serv,chess,not-in-family,68500,0,NC,Hillsdale,2787 MLK St,7,1,?,2,640,Y
211,40,253085,1991-04-25,IL,500/1000,1000,1575.86,0,461275,FEMALE,PhD,other-service,sleeping,own-child,0,0,WV,Northbrook,9847 Elm St,3,1,NO,1,580,N
61,29,180720,1995-03-14,IN,250/500,1000,1115.27,0,613816,MALE,JD,handlers-cleaners,polo,unmarried,0,-66000,VA,Hillsdale,4629 Elm Ridge,10,1,YES,2,590,N
108,31,492224,2005-12-09,IN,500/1000,2000,1175.7,0,608767,MALE,Masters,protective-serv,yachting,not-in-family,0,0,NY,Columbus,5585 Washington Drive,14,1,NO,0,6370,N
303,50,411477,2001-12-25,OH,100/300,500,793.15,0,620869,MALE,MD,tech-support,board-games,own-child,54600,-45500,WV,Hillsdale,3925 Sky St,17,3,NO,0,13660,N
152,33,107181,1999-11-14,IN,250/500,500,942.51,0,478981,FEMALE,PhD,transport-moving,exercise,wife,0,0,SC,Hillsdale,3903 Oak Ave,16,1,YES,0,6400,Y
120,34,312940,2001-10-27,IN,500/1000,1000,1056.71,0,464630,FEMALE,JD,protective-serv,paintball,not-in-family,77900,0,VA,Columbus,3805 Lincoln Hwy,3,1,NO,2,580,N
144,36,855186,1993-10-31,IN,500/1000,2000,1255.68,6000000,466303,FEMALE,Associate,sales,reading,other-relative,23600,-15600,NC,Arlington,4055 2nd Drive,7,1,NO,0,740,N
414,52,373935,2003-02-13,IN,500/1000,500,1335.13,0,452647,FEMALE,High School,farming-fishing,chess,unmarried,44000,-71000,SC,Northbend,3707 Oak Ridge,13,1,YES,1,6090,Y
163,37,812989,2004-03-06,IN,250/500,500,1178.95,6000000,441370,FEMALE,JD,priv-house-serv,dancing,own-child,0,-67300,NY,Springfield,7327 Lincoln Drive,20,1,YES,2,4940,N
352,53,993840,2013-07-12,IL,250/500,500,1793.16,0,619166,MALE,Associate,tech-support,exercise,wife,0,0,NC,Riverwood,9369 Flute Hwy,23,1,YES,2,12500,N
27,32,327856,2014-08-27,OH,100/300,500,1008.38,0,472803,FEMALE,PhD,adm-clerical,yachting,other-relative,37900,0,SC,Arlington,4239 Weaver Ave,11,1,NO,1,12300,N
239,39,506333,1990-06-22,IL,100/300,500,1396.83,0,442308,FEMALE,Masters,other-service,reading,husband,0,0,WV,Northbend,6044 Weaver Drive,0,4,?,0,6990,N
33,32,263159,2008-03-07,OH,100/300,500,1402.78,5000000,469383,FEMALE,PhD,other-service,base-jumping,husband,70300,-50300,NY,Northbrook,8879 1st Drive,2,1,YES,0,6230,N
88,30,372912,1992-08-05,IN,100/300,1000,1437.88,0,614383,FEMALE,College,transport-moving,reading,husband,42800,-51200,SC,Northbrook,9488 Best Drive,3,1,NO,2,14000,N
101,33,552788,1991-09-03,IL,500/1000,1000,1313.64,0,438617,FEMALE,College,priv-house-serv,board-games,unmarried,12100,0,NY,Hillsdale,7500 Texas Ridge,3,1,YES,1,780,N
20,37,722747,2011-09-02,IL,250/500,500,1482.14,0,613936,FEMALE,Associate,transport-moving,reading,husband,33000,-43600,NY,Arlington,2048 3rd Ridge,15,3,?,2,6750,N
126,30,248467,2012-10-06,IL,250/500,2000,1171.75,0,472163,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,46500,-42700,NY,Northbend,3419 Apache St,23,1,?,2,4430,N
264,43,955953,2014-01-18,IL,500/1000,2000,1353.33,0,447458,MALE,Associate,adm-clerical,video-games,not-in-family,0,-8500,WV,Springfield,9875 MLK Ave,9,3,YES,2,17300,N
78,24,910622,1992-03-22,IN,100/300,500,1175.51,0,474792,MALE,Masters,craft-repair,yachting,husband,0,0,NY,Columbus,3553 Texas Ave,20,1,?,0,680,N
123,28,137675,2012-12-03,IL,100/300,2000,1836.02,0,470559,MALE,Masters,transport-moving,movies,own-child,38000,-41200,NC,Riverwood,4335 1st St,5,1,?,2,13300,Y
347,51,343421,1996-10-18,OH,500/1000,500,1480.79,9000000,432399,FEMALE,MD,priv-house-serv,board-games,unmarried,0,-12100,NC,Hillsdale,9070 Tree Ave,15,1,YES,0,8630,N
163,38,413192,1997-10-02,IN,500/1000,2000,1453.92,0,607605,FEMALE,PhD,other-service,yachting,other-relative,51700,0,NY,Hillsdale,3900 Texas St,13,1,YES,2,15900,N
271,44,247801,2008-03-18,OH,250/500,500,1340.71,0,600153,FEMALE,High School,tech-support,base-jumping,other-relative,0,0,SC,Riverwood,9657 5th Ave,16,1,NO,2,6930,Y
410,54,171147,2010-08-29,IL,100/300,2000,714.03,0,465979,MALE,MD,protective-serv,board-games,own-child,0,-17000,WV,Northbend,5765 Washington St,0,1,YES,0,9920,N
448,57,431283,2005-03-31,IL,100/300,2000,1376.16,0,466555,FEMALE,PhD,tech-support,hiking,own-child,38600,-50300,SC,Arlington,5997 Embaracadero Drive,10,3,NO,2,5970,Y
218,41,461962,2013-12-25,IL,100/300,500,914.22,0,444155,MALE,JD,prof-specialty,golf,wife,37900,-72900,NY,Springfield,1738 Solo Lane,14,3,NO,2,15380,N
43,38,149467,2014-03-11,OH,500/1000,1000,1601.47,0,465764,MALE,PhD,handlers-cleaners,skydiving,other-relative,64400,0,SC,Columbus,2903 Weaver Drive,1,3,YES,2,6850,N
33,33,758740,1997-08-04,IL,500/1000,1000,1096.79,6000000,446898,FEMALE,Associate,handlers-cleaners,dancing,unmarried,45500,-60600,VA,Springfield,8926 Texas Ridge,16,1,?,2,8140,N
126,34,628337,2007-11-14,IN,100/300,2000,1078.22,0,453274,FEMALE,Masters,transport-moving,camping,wife,54500,0,SC,Northbend,4231 3rd Ave,2,3,NO,0,10620,N
411,56,574637,1992-07-30,IL,250/500,1000,1595.28,0,479320,FEMALE,College,protective-serv,exercise,other-relative,0,0,VA,Springfield,8049 4th St,23,3,?,0,3510,N
225,37,373600,2000-12-01,OH,100/300,1000,1217.84,5000000,443462,FEMALE,High School,farming-fishing,yachting,not-in-family,49600,0,WV,Northbrook,6501 5th Drive,19,3,?,2,9600,N
35,35,930032,2002-09-10,IL,100/300,2000,1117.42,0,446158,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-51900,NC,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,5910,N
460,57,396590,1997-11-07,OH,100/300,2000,1567.37,0,602514,FEMALE,JD,craft-repair,skydiving,husband,62500,0,NY,Riverwood,5865 Sky Lane,10,1,?,2,5830,Y
195,38,238412,1993-05-18,IL,500/1000,2000,1294.93,6000000,477356,MALE,MD,tech-support,video-games,unmarried,38000,-50300,WV,Springfield,1957 Washington Ave,12,3,YES,1,7180,N
360,51,484321,1996-07-11,IL,250/500,1000,1152.12,0,434669,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400,WV,Riverwood,7649 Texas St,15,3,NO,2,15080,N
300,49,795847,1995-12-17,IL,100/300,1000,1441.21,0,609322,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,SC,Columbus,1992 Britain Drive,3,1,NO,1,1180,N
245,42,218456,2002-07-16,IL,500/1000,1000,1575.74,7000000,614265,MALE,JD,exec-managerial,chess,other-relative,0,-68900,PA,Springfield,9685 Sky Ridge,19,1,?,2,590,Y
146,36,792673,2013-04-12,OH,500/1000,2000,1233.96,0,606177,FEMALE,Masters,other-service,golf,other-relative,34500,-60600,NC,Hillsdale,3457 Texas Lane,16,3,NO,1,5590,N
67,29,662256,1995-11-13,IL,250/500,1000,1861.43,0,461514,MALE,High School,adm-clerical,polo,husband,60400,-67800,SC,Columbus,7693 Cherokee Lane,16,1,NO,0,6380,Y
380,56,971338,2004-11-04,OH,100/300,1000,1570.86,0,454685,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0,VA,Northbend,3167 4th Ridge,10,1,?,0,7270,Y
389,53,714738,1998-03-21,IL,500/1000,2000,791.47,0,477260,MALE,Masters,armed-forces,chess,unmarried,0,0,NC,Riverwood,1617 Rock Drive,6,1,NO,1,630,Y
317,46,753844,1999-07-22,IN,250/500,1000,1012.78,0,469126,MALE,MD,sales,yachting,other-relative,43700,0,WV,Arlington,7877 3rd Ridge,18,1,NO,2,19020,Y
264,44,976645,2010-02-28,IL,100/300,500,1047.06,6000000,443402,MALE,College,exec-managerial,sleeping,wife,0,0,SC,Springfield,9325 Lincoln Drive,20,3,NO,0,12700,N
20,21,918037,2005-01-30,OH,250/500,1000,1390.29,0,479408,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-41200,PA,Northbrook,5855 Apache St,14,1,NO,0,12580,N
116,30,996253,2001-11-29,IN,500/1000,500,951.46,0,467227,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500,WV,Riverwood,1328 Texas Lane,8,3,NO,0,6630,Y
222,40,373731,2012-12-24,IL,100/300,1000,1226.78,0,468433,MALE,JD,armed-forces,camping,unmarried,49600,-49200,NY,Springfield,4567 Pine Ave,17,2,YES,2,16300,N
439,56,836272,1997-05-11,OH,100/300,500,1280.9,0,604289,MALE,High School,armed-forces,video-games,own-child,48900,-40900,NC,Springfield,7575 Pine St,9,1,NO,2,15000,N
66,28,167231,1994-01-26,IN,100/300,2000,1472.77,0,471366,MALE,Associate,adm-clerical,exercise,husband,0,-31700,NY,Springfield,2850 Washington St,0,1,?,2,8780,N
128,29,743330,2010-11-04,OH,500/1000,1000,1878.44,0,450746,MALE,High School,other-service,golf,husband,0,-76000,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,5370,N
69,24,807369,1992-06-19,IN,500/1000,500,1418.5,0,614948,FEMALE,High School,armed-forces,yachting,other-relative,0,0,NY,Springfield,6443 Washington Ridge,23,3,?,0,12660,N
294,46,735307,2010-06-02,IL,100/300,500,1532.8,0,473935,MALE,College,prof-specialty,exercise,own-child,0,0,SC,Northbend,6751 5th Hwy,8,1,NO,0,11960,N
19,29,789208,2002-10-12,OH,250/500,500,1304.35,0,617267,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,11600,Y
191,33,585324,2008-02-25,OH,500/1000,2000,1551.61,0,470670,MALE,High School,armed-forces,movies,unmarried,45000,-30400,WV,Arlington,8306 1st Drive,3,1,YES,1,250,N
4,39,498759,1996-09-05,IL,100/300,1000,1326.98,6000000,450368,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,4510,N
298,49,795004,1998-03-16,OH,250/500,500,862.92,0,448809,MALE,MD,machine-op-inspct,camping,wife,0,-71700,NY,Northbrook,6479 Francis Ave,16,3,NO,0,11580,N
231,43,203250,2010-04-22,IN,100/300,2000,1331.69,0,469653,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,NY,Northbend,6428 Andromedia Lane,12,1,?,1,10300,N
338,47,430794,2008-01-25,OH,250/500,2000,1486.04,0,615688,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,12820,Y
261,46,156636,2000-09-10,IN,100/300,1000,870.55,0,465631,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,SC,Springfield,1532 Washington St,19,1,?,0,13380,N
321,44,284143,2008-04-23,IL,500/1000,2000,1344.56,6000000,443344,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100,NY,Northbend,4625 MLK Drive,7,1,?,1,520,N
0,32,740518,2011-02-18,OH,500/1000,1000,1377.04,0,441363,MALE,College,tech-support,base-jumping,wife,61400,-41100,NY,Springfield,1529 Elm Ridge,6,4,?,1,6620,N
405,58,445289,2012-04-24,IL,250/500,500,1237.88,0,462683,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,NY,Arlington,2086 Francis Drive,11,1,?,0,5780,Y
304,49,599262,2001-09-25,IN,100/300,1000,1525.86,0,463184,FEMALE,PhD,craft-repair,camping,own-child,0,0,NC,Northbend,9066 Best Ridge,2,1,YES,1,13340,N
1,29,357949,2006-05-24,OH,500/1000,500,854.58,0,612826,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,SC,Northbrook,7178 Best Drive,15,1,?,2,7890,N
26,39,493161,1992-01-30,IN,250/500,1000,770.76,0,433155,MALE,Masters,tech-support,sleeping,husband,0,-53700,WV,Columbus,9821 Francis Ave,0,1,NO,0,9960,N
202,38,320251,2009-01-24,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,7040,N
289,48,231127,1995-08-29,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,SC,Springfield,1325 1st Lane,1,1,?,1,8580,N
61,26,766193,2011-07-31,OH,100/300,2000,1188.28,6000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,VA,Hillsdale,3769 Sky St,16,2,YES,1,11960,Y
334,46,555374,2013-01-05,IL,100/300,1000,876.88,6000000,454434,MALE,MD,sales,reading,other-relative,0,0,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,12740,N
12,24,491484,1994-11-18,IL,500/1000,1000,1143.95,0,464353,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,NY,Riverwood,6329 Apache Ave,13,3,NO,2,5930,N
86,29,925128,2014-08-30,IL,100/300,2000,1409.06,0,610302,MALE,High School,prof-specialty,yachting,husband,74200,-68100,NY,Northbrook,9293 Pine Lane,0,1,NO,2,9680,N
83,24,265093,2006-01-01,IN,500/1000,1000,1070.63,0,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,NY,Arlington,9224 Sky Drive,0,3,?,0,6160,N
126,30,267808,1998-09-10,IL,500/1000,2000,916.13,0,431389,MALE,College,sales,golf,unmarried,55300,-58400,NY,Northbend,8862 Maple Ridge,16,3,YES,2,6180,N
209,38,116735,2010-01-28,OH,250/500,500,1191.5,0,442866,MALE,High School,priv-house-serv,reading,husband,38600,-52900,WV,Arlington,3492 Flute Lane,8,1,NO,2,8900,N
283,48,963680,2003-01-04,OH,500/1000,1000,1474.66,0,446755,FEMALE,JD,sales,paintball,husband,0,-46200,NY,Hillsdale,6484 Tree Drive,9,1,?,2,820,N
194,34,445694,2004-05-24,IL,250/500,1000,1193.45,0,464743,MALE,JD,other-service,hiking,not-in-family,0,0,WV,Northbend,4554 Sky Ave,11,1,?,2,11760,N
184,38,215534,1994-09-12,IL,250/500,1000,1437.53,0,437889,FEMALE,College,transport-moving,chess,not-in-family,0,0,PA,Northbrook,5201 Texas Hwy,6,3,?,0,11940,Y
479,60,232854,1997-07-07,IL,100/300,2000,1304.83,0,473638,FEMALE,College,other-service,cross-fit,husband,0,0,NY,Arlington,3982 Weaver Lane,18,1,NO,0,5050,N
284,48,168260,1991-03-01,OH,250/500,1000,1168.8,0,444232,FEMALE,JD,tech-support,movies,other-relative,0,-42400,NY,Northbrook,3660 Andromedia Hwy,11,1,?,0,6500,N
65,27,538955,2001-09-29,IN,100/300,1000,1164.97,0,477695,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,WV,Arlington,7135 Flute Lane,17,1,?,1,3570,N
222,39,243226,2012-01-10,IL,250/500,1000,1232.72,0,458237,MALE,High School,armed-forces,hiking,own-child,87800,-51200,SC,Springfield,4414 Solo Drive,21,3,?,1,14660,Y
196,41,246435,2001-07-05,IL,250/500,2000,1800.76,0,441499,MALE,JD,protective-serv,camping,other-relative,0,-78600,SC,Hillsdale,2920 5th Ave,0,3,NO,1,4780,N
253,43,582480,1991-08-07,IL,500/1000,500,1187.01,7000000,613436,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,NY,Northbrook,2986 MLK Drive,9,1,NO,0,640,N
280,43,345539,2012-07-24,IN,100/300,1000,1559.34,0,448912,MALE,JD,transport-moving,hiking,own-child,0,-51600,NY,Riverwood,1580 Maple Lane,1,1,NO,0,14000,N
5,26,924318,2014-07-27,IL,250/500,2000,1137.02,0,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,WV,Springfield,3706 Texas Hwy,22,1,YES,1,16020,N
220,42,726880,1994-08-08,IN,100/300,1000,1281.72,0,619811,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,SC,Northbend,9109 Britain Drive,20,4,NO,0,4340,N
85,30,190588,2001-12-09,OH,100/300,1000,796.35,0,614166,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,SC,Northbend,2290 4th Ave,9,3,YES,2,5360,N
266,46,246705,1990-03-14,OH,250/500,500,1270.02,0,456600,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,480,N
41,26,619589,2006-03-28,IL,100/300,1000,1383.13,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,530,N
316,45,164988,2013-12-23,IL,100/300,2000,1290.74,5000000,430832,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,VA,Springfield,5868 Sky Hwy,6,3,NO,2,7170,N
285,47,729534,1991-09-30,IN,100/300,1000,1216.68,0,610989,FEMALE,Masters,sales,basketball,other-relative,55100,0,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,300,N
379,54,505014,2001-12-27,IL,100/300,500,1251.16,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,WV,Riverwood,7041 Tree Ridge,14,1,?,0,6330,N
15,34,920826,2005-04-07,IN,250/500,2000,1586.41,0,608708,FEMALE,High School,sales,video-games,other-relative,33500,-58900,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,6870,Y
354,48,534982,2003-04-08,IL,500/1000,2000,1526.11,5000000,469650,FEMALE,Masters,sales,exercise,unmarried,0,0,SC,Columbus,8081 Flute Ridge,12,1,?,2,15040,N
342,53,110408,2005-11-14,IN,100/300,1000,1028.44,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,SC,Springfield,8618 Texas Lane,12,1,?,0,14720,N
169,38,283052,2005-01-07,IL,100/300,1000,1555.94,0,459878,MALE,PhD,craft-repair,skydiving,own-child,23300,0,VA,Riverwood,3508 Washington St,12,3,NO,1,6590,N
339,49,840806,1994-02-14,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,SC,Columbus,2193 4th Ridge,13,1,NO,0,1240,N
259,42,382394,1996-01-23,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,WV,Northbend,8897 Sky St,17,3,NO,1,5690,N
65,23,876699,1999-12-12,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,dancing,wife,0,-71900,NY,Arlington,9611 Pine Ridge,14,1,NO,1,6550,Y
254,46,871432,2004-07-15,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,basketball,husband,0,-90600,WV,Arlington,7825 1st Ridge,3,3,?,1,5780,N
440,55,379882,2012-11-07,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,6140,N
478,63,852002,2009-06-29,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,paintball,own-child,47600,0,VA,Northbend,8204 Pine Lane,5,1,YES,1,940,Y
230,44,372891,2000-06-26,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,13480,N
138,30,689034,2002-01-09,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,wife,27700,-72400,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,6930,N
239,41,743092,2013-11-11,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,NC,Arlington,6303 1st Drive,22,1,?,0,1660,N
93,31,599174,2008-01-14,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0,0,NC,Arlington,2014 Rock Ave,21,3,YES,1,8740,N
37,25,421092,2003-03-04,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,SC,Northbrook,8983 Tree St,4,3,YES,0,5670,N
254,40,349658,1994-06-07,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,0,0,VA,Arlington,6260 5th Lane,10,1,YES,0,0,Y
131,29,811042,2013-07-04,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,paintball,own-child,65700,0,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,15280,N
230,43,505316,2002-06-30,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,board-games,wife,48100,0,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,13720,N
313,50,116645,2004-06-30,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,polo,unmarried,0,0,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,13800,Y
210,38,950880,1998-12-19,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,0,0,VA,Springfield,7240 5th Ridge,6,1,?,1,1440,N
101,29,788502,2014-08-31,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,SC,Arlington,8100 3rd Ave,0,3,?,2,12220,N
153,37,627486,2005-11-10,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,NC,Arlington,3282 4th Lane,5,3,?,0,4250,N
337,53,498842,2000-05-04,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,basketball,wife,0,-34600,SC,Arlington,3227 Maple Ave,8,1,YES,0,14400,N
360,51,550294,2001-11-26,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,840,Y
428,53,328387,2014-05-06,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,0,0,NC,Springfield,2215 Best Ave,9,1,YES,2,630,N
204,40,540152,1991-01-27,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,hiking,not-in-family,0,0,SC,Northbend,5363 Weaver Lane,10,3,YES,1,8340,N
364,51,385932,1992-04-28,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,board-games,wife,0,0,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,14060,Y
185,35,618682,2000-03-04,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,sleeping,own-child,0,0,WV,Arlington,9794 Embaracadero St,8,1,?,2,900,N
63,26,550930,1995-10-12,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,own-child,0,-36500,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,860,N
210,35,998192,2014-04-25,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,WV,Riverwood,9603 Texas Lane,11,3,NO,2,2730,Y
194,38,663938,2011-01-26,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,WV,Arlington,5650 Sky Drive,15,3,?,1,4880,N
294,49,756870,1996-01-26,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,WV,Columbus,9633 MLK Lane,23,3,YES,1,3900,N
272,41,337158,1991-04-08,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,chess,wife,38600,-42800,NY,Arlington,4981 Flute Hwy,23,1,NO,0,16820,Y
27,27,919875,2002-06-29,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,NY,Northbrook,9078 Francis Ridge,23,1,?,1,6840,N
251,39,315631,1999-04-09,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,5530,N
180,33,113464,2009-04-19,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,VA,Columbus,6435 Texas Ave,12,4,?,2,11540,N
392,50,556415,1991-08-22,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,WV,Springfield,1248 MLK Ridge,4,1,NO,2,16620,N
143,30,250249,1991-11-28,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,SC,Riverwood,3323 1st Lane,16,1,NO,2,10860,N
371,54,403776,2012-04-27,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,34700,-81000,SC,Columbus,6971 Best Ridge,18,3,?,1,5380,Y
292,42,396002,2007-03-04,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,16920,N
165,35,976908,2012-12-31,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,0,-49900,SC,Springfield,9007 Francis Hwy,8,1,NO,1,6970,N
158,33,509489,2013-12-21,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,unmarried,0,0,WV,Springfield,1491 Francis Ridge,4,3,NO,0,3640,N
241,39,485295,2005-04-28,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,SC,Northbrook,3659 Oak Lane,20,3,NO,0,4690,N
103,33,361829,1994-09-17,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,69500,-47700,NY,Northbend,4176 Britain Hwy,1,3,NO,2,14380,N
402,54,603632,2003-08-16,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,NY,Springfield,5189 Francis Drive,19,1,NO,0,7530,Y
102,32,783494,2014-09-02,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,chess,wife,0,0,OH,Northbend,6515 Oak Lane,11,1,NO,1,9480,Y
